region,partner,oem_program,metric_date,avg_latency_ms,p95_latency_ms,packet_loss_pct,attach_success_rate,sessions
Asia-Pacific,Vodafone,Moto-2W,2025-01-02,110.1,188.6,0.57,0.955,3784
Europe & MENA,TIM,Compact-Connected,2025-01-25,107.8,139.8,0.61,0.932,4403
North America,Orange,EV-Urban,2025-01-04,61.4,93.2,0.89,0.94,1723
North America,Deutsche Telekom,Moto-2W,2025-02-23,91.4,127.3,0.19,0.956,2484
Europe & MENA,Telstra,Fleet-Leasing,2025-01-19,85.8,123.7,0.8,0.96,3614
India & Middle East,Telstra,Compact-Connected,2025-01-15,93.6,128.5,0.49,0.957,2173
North America,Rogers,Commercial-Van,2025-01-21,87.2,160.8,0.42,0.951,740
Oceania,Rogers,Moto-2W,2025-02-26,61.2,91.1,0.16,0.959,4025
Europe & MENA,Rogers,Commercial-Van,2025-01-05,130.6,177.4,0.79,0.938,1373
Asia-Pacific,TIM,Moto-2W,2025-02-05,76.8,125.3,0.63,0.958,1059
Latin America,Singtel,Commercial-Van,2025-01-11,56.2,87.0,0.11,0.963,2024
Europe & MENA,NTT Docomo,Commercial-Van,2025-02-15,60.7,107.4,0.62,0.971,4278
Latin America,SK Telecom,EV-Urban,2025-01-11,110.2,170.8,0.72,0.955,3727
India & Middle East,SK Telecom,Luxury-Flagship,2025-01-07,51.4,76.7,0.07,0.956,2761
India & Middle East,Airtel,Moto-2W,2025-02-04,131.2,197.8,0.58,0.963,3215
Latin America,TIM,Compact-Connected,2025-02-06,84.2,109.7,0.54,0.937,2850
Latin America,Rogers,Compact-Connected,2025-02-17,116.0,143.6,0.11,0.947,4276
Latin America,SK Telecom,Luxury-Flagship,2025-01-01,111.5,188.9,0.64,0.986,4644
Asia-Pacific,SK Telecom,Luxury-Flagship,2025-02-09,102.2,128.1,0.42,0.991,3003
Europe & MENA,Airtel,Fleet-Leasing,2025-02-03,101.5,126.9,0.72,0.93,3915
Latin America,Deutsche Telekom,Fleet-Leasing,2025-02-13,61.7,115.0,0.53,0.958,3171
Latin America,Orange,Commercial-Van,2025-01-12,78.4,152.6,0.4,0.989,2475
Europe & MENA,Singtel,EV-Premium,2025-03-01,51.4,82.2,0.22,0.971,2580
Asia-Pacific,SK Telecom,Moto-2W,2025-01-11,126.2,180.8,0.59,0.954,3027
Latin America,TIM,Moto-2W,2025-01-04,61.6,88.6,0.54,0.947,1851
North America,TIM,Fleet-Leasing,2025-01-15,78.1,111.0,0.11,0.955,1390
North America,AT&T,Luxury-Flagship,2025-02-09,130.0,164.2,0.58,0.991,2229
Europe & MENA,Etisalat,Compact-Connected,2025-02-08,83.6,117.3,0.28,0.937,3925
Latin America,Airtel,Moto-2W,2025-02-10,121.3,169.0,0.07,0.968,1050
Oceania,NTT Docomo,EV-Urban,2025-01-29,124.8,190.2,0.67,0.933,2414
Latin America,Vodafone,SUV-Connected,2025-01-13,109.8,169.6,0.57,0.977,1233
Asia-Pacific,Deutsche Telekom,SUV-Connected,2025-02-19,132.4,175.4,0.67,0.937,4908
Europe & MENA,SK Telecom,SUV-Connected,2025-01-21,101.3,140.2,0.63,0.971,3576
Latin America,SK Telecom,EV-Premium,2025-02-10,115.6,181.5,0.54,0.957,3715
Asia-Pacific,AT&T,Compact-Connected,2025-02-11,84.2,159.2,0.48,0.944,1035
Oceania,Orange,EV-Urban,2025-01-25,55.7,104.2,0.74,0.98,619
India & Middle East,Deutsche Telekom,EV-Premium,2025-01-30,91.0,127.5,0.41,0.966,1516
Oceania,Telstra,EV-Urban,2025-02-27,109.3,147.0,0.6,0.937,2302
Latin America,Telefonica,Moto-2W,2025-02-10,48.0,90.1,0.11,0.969,2909
India & Middle East,NTT Docomo,Fleet-Leasing,2025-02-25,79.0,158.1,0.58,0.973,3317
Oceania,SK Telecom,Commercial-Van,2025-01-07,134.6,163.0,0.72,0.989,4715
Europe & MENA,Orange,Commercial-Van,2025-02-24,46.1,123.2,0.44,0.986,3162
Asia-Pacific,Rogers,SUV-Connected,2025-02-26,110.7,156.3,0.59,0.976,4253
Oceania,SK Telecom,EV-Premium,2025-02-09,67.0,100.7,0.59,0.985,2482
Europe & MENA,TIM,Luxury-Flagship,2025-02-05,46.4,125.7,0.75,0.991,2146
Latin America,Vodafone,EV-Urban,2025-02-28,119.2,191.1,0.55,0.969,2384
India & Middle East,Deutsche Telekom,SUV-Connected,2025-01-23,64.1,144.1,0.43,0.949,2419
Asia-Pacific,Deutsche Telekom,EV-Premium,2025-01-27,105.8,137.3,0.75,0.957,1126
India & Middle East,Rogers,EV-Urban,2025-01-23,52.5,128.8,0.55,0.934,2362
Asia-Pacific,Deutsche Telekom,Moto-2W,2025-01-01,108.0,180.1,0.26,0.957,869
Asia-Pacific,Airtel,Fleet-Leasing,2025-01-27,110.5,138.7,0.59,0.942,4439
North America,NTT Docomo,Commercial-Van,2025-02-08,107.2,162.0,0.25,0.968,801
India & Middle East,Telefonica,Commercial-Van,2025-02-10,49.8,101.1,0.43,0.931,2379
Oceania,Deutsche Telekom,Commercial-Van,2025-02-06,107.6,142.5,0.13,0.931,3538
North America,Singtel,EV-Urban,2025-02-22,122.8,181.1,0.53,0.972,2101
North America,Telstra,Compact-Connected,2025-02-09,127.7,192.7,0.44,0.958,4250
Europe & MENA,AT&T,Luxury-Flagship,2025-02-04,77.7,147.9,0.76,0.932,3362
India & Middle East,AT&T,EV-Premium,2025-02-26,58.0,90.6,0.16,0.98,2069
Oceania,Singtel,EV-Premium,2025-02-16,66.8,141.2,0.79,0.963,4005
Asia-Pacific,Singtel,EV-Premium,2025-01-25,70.6,111.9,0.45,0.936,4446
North America,Telstra,Commercial-Van,2025-01-29,75.6,134.5,0.55,0.937,4793
Latin America,TIM,Luxury-Flagship,2025-01-10,48.3,93.6,0.64,0.947,4666
Oceania,SK Telecom,Fleet-Leasing,2025-02-16,104.1,146.7,0.33,0.958,3674
Asia-Pacific,Orange,Commercial-Van,2025-02-07,98.7,144.4,0.6,0.934,4795
Latin America,TIM,EV-Premium,2025-01-21,103.4,153.0,0.34,0.981,2237
Latin America,Vodafone,EV-Urban,2025-01-17,73.7,128.2,0.23,0.99,3467
Latin America,NTT Docomo,Commercial-Van,2025-02-18,74.1,145.3,0.47,0.978,4069
Oceania,Vodafone,Moto-2W,2025-02-21,127.3,186.6,0.63,0.937,1660
Europe & MENA,Telefonica,Fleet-Leasing,2025-01-07,111.6,186.7,0.5,0.956,1661
Asia-Pacific,Singtel,EV-Premium,2025-02-23,77.3,147.8,0.71,0.957,4555
Oceania,AT&T,Luxury-Flagship,2025-01-16,102.8,142.2,0.86,0.979,3902
Oceania,NTT Docomo,Fleet-Leasing,2025-02-08,93.8,161.2,0.08,0.955,557
Europe & MENA,SK Telecom,EV-Urban,2025-01-17,81.9,148.4,0.17,0.954,4457
Europe & MENA,Rogers,Moto-2W,2025-02-24,121.7,176.7,0.37,0.931,1388
India & Middle East,SK Telecom,Compact-Connected,2025-02-07,45.6,97.8,0.85,0.965,869
Oceania,Etisalat,Moto-2W,2025-02-25,100.3,130.0,0.47,0.95,1141
India & Middle East,NTT Docomo,EV-Urban,2025-01-29,89.5,120.9,0.48,0.989,1883
India & Middle East,Orange,Fleet-Leasing,2025-02-21,92.3,144.8,0.12,0.934,4986
North America,Etisalat,Luxury-Flagship,2025-02-09,105.6,185.6,0.09,0.973,2563
Latin America,SK Telecom,Compact-Connected,2025-01-02,63.0,118.0,0.84,0.938,1127
Latin America,TIM,Moto-2W,2025-02-02,95.1,128.9,0.38,0.974,1119
North America,Singtel,SUV-Connected,2025-02-08,53.2,117.0,0.21,0.938,1621
Oceania,Airtel,EV-Premium,2025-01-26,134.2,162.2,0.14,0.941,4552
Europe & MENA,Orange,EV-Urban,2025-02-07,52.0,78.9,0.8,0.973,4410
Oceania,Orange,Luxury-Flagship,2025-01-04,112.4,153.9,0.39,0.987,4808
Latin America,Orange,EV-Urban,2025-01-23,110.0,152.1,0.63,0.947,1375
Europe & MENA,TIM,Moto-2W,2025-01-07,133.7,173.7,0.24,0.958,1242
North America,NTT Docomo,Compact-Connected,2025-02-23,86.3,162.1,0.56,0.972,2619
North America,Orange,EV-Urban,2025-01-08,133.1,164.9,0.47,0.953,542
North America,NTT Docomo,EV-Urban,2025-02-09,105.9,138.1,0.15,0.941,2436
Oceania,AT&T,Commercial-Van,2025-02-26,80.2,118.5,0.16,0.969,2863
Latin America,Etisalat,EV-Urban,2025-02-02,110.0,159.1,0.22,0.984,4750
Asia-Pacific,SK Telecom,Luxury-Flagship,2025-01-18,64.6,105.3,0.13,0.968,2527
India & Middle East,Etisalat,Luxury-Flagship,2025-01-13,124.0,203.2,0.73,0.943,1843
India & Middle East,AT&T,Fleet-Leasing,2025-02-07,46.2,105.7,0.64,0.937,1788
India & Middle East,Singtel,Luxury-Flagship,2025-01-25,128.4,193.1,0.69,0.976,3975
India & Middle East,AT&T,Fleet-Leasing,2025-01-15,114.9,175.7,0.46,0.967,4606
India & Middle East,NTT Docomo,Moto-2W,2025-01-08,70.1,104.8,0.24,0.933,4054
Asia-Pacific,Telefonica,EV-Urban,2025-02-20,124.5,178.6,0.37,0.991,2402
Latin America,Telstra,Commercial-Van,2025-02-05,55.7,102.1,0.81,0.941,660
Europe & MENA,Deutsche Telekom,SUV-Connected,2025-01-30,78.5,106.1,0.39,0.957,914
Latin America,Orange,SUV-Connected,2025-01-09,63.4,109.6,0.81,0.941,1706
India & Middle East,TIM,EV-Premium,2025-01-12,65.5,135.7,0.07,0.973,1146
Europe & MENA,Etisalat,EV-Premium,2025-01-26,97.4,167.9,0.7,0.957,3724
Latin America,Vodafone,Compact-Connected,2025-01-06,89.8,126.9,0.63,0.949,1785
Europe & MENA,TIM,EV-Premium,2025-01-28,47.0,79.4,0.42,0.976,1322
North America,Vodafone,EV-Premium,2025-01-29,56.0,120.7,0.63,0.975,835
Latin America,Etisalat,EV-Premium,2025-02-19,77.6,126.4,0.51,0.966,4394
India & Middle East,AT&T,SUV-Connected,2025-01-18,117.2,166.2,0.12,0.959,1739
Oceania,Rogers,Moto-2W,2025-02-10,67.3,126.9,0.14,0.988,655
Oceania,Rogers,Luxury-Flagship,2025-01-30,120.3,200.1,0.47,0.934,522
Oceania,NTT Docomo,Luxury-Flagship,2025-02-06,102.9,144.8,0.82,0.973,4985
Asia-Pacific,Etisalat,EV-Urban,2025-02-16,48.2,89.0,0.28,0.959,542
Latin America,SK Telecom,Fleet-Leasing,2025-02-05,111.2,144.0,0.12,0.985,1070
Asia-Pacific,NTT Docomo,Moto-2W,2025-01-23,111.0,175.9,0.13,0.957,3635
Europe & MENA,Telefonica,SUV-Connected,2025-03-01,64.2,94.9,0.84,0.942,4623
North America,SK Telecom,Compact-Connected,2025-01-29,55.8,126.9,0.78,0.952,4652
Oceania,Vodafone,EV-Urban,2025-02-01,114.2,163.4,0.54,0.979,922
North America,Telstra,Luxury-Flagship,2025-03-01,48.0,112.4,0.8,0.961,4064
Europe & MENA,NTT Docomo,EV-Urban,2025-01-06,57.3,119.3,0.36,0.965,1310
Oceania,Deutsche Telekom,EV-Premium,2025-01-24,107.4,147.5,0.61,0.984,3021
Oceania,AT&T,Commercial-Van,2025-02-19,65.5,119.4,0.74,0.987,4662
Europe & MENA,Etisalat,EV-Urban,2025-01-16,114.8,189.3,0.87,0.974,2537
North America,AT&T,SUV-Connected,2025-02-08,102.7,166.6,0.13,0.975,2401
Latin America,TIM,Commercial-Van,2025-01-26,57.8,103.4,0.14,0.964,3057
Latin America,Vodafone,Compact-Connected,2025-02-05,101.2,159.4,0.66,0.944,1040
North America,Airtel,Luxury-Flagship,2025-01-20,101.8,142.3,0.42,0.965,3214
Asia-Pacific,Deutsche Telekom,SUV-Connected,2025-01-20,80.1,140.6,0.84,0.942,2774
North America,Vodafone,Compact-Connected,2025-01-08,79.3,111.0,0.57,0.95,4163
Oceania,Deutsche Telekom,EV-Urban,2025-02-05,63.8,117.8,0.32,0.982,2923
Europe & MENA,Deutsche Telekom,Moto-2W,2025-01-03,58.3,128.2,0.47,0.99,3873
India & Middle East,Orange,EV-Premium,2025-01-19,84.9,151.2,0.53,0.967,1416
Asia-Pacific,Airtel,SUV-Connected,2025-02-10,117.6,184.0,0.1,0.98,1852
Asia-Pacific,Deutsche Telekom,Commercial-Van,2025-02-11,49.4,118.3,0.15,0.99,1106
Latin America,AT&T,EV-Premium,2025-01-09,128.0,176.9,0.18,0.945,3880
Europe & MENA,SK Telecom,Luxury-Flagship,2025-02-10,132.5,191.8,0.9,0.978,2127
Oceania,Singtel,EV-Premium,2025-01-25,125.7,180.3,0.73,0.971,3535
Europe & MENA,Vodafone,EV-Urban,2025-01-09,95.8,135.4,0.17,0.99,564
Oceania,TIM,Luxury-Flagship,2025-01-04,69.5,114.7,0.85,0.985,4864
Asia-Pacific,Vodafone,EV-Premium,2025-01-17,61.6,115.9,0.32,0.966,1720
Asia-Pacific,NTT Docomo,Fleet-Leasing,2025-01-23,134.7,164.0,0.4,0.942,4857
Asia-Pacific,AT&T,Moto-2W,2025-02-04,120.6,161.9,0.28,0.983,4059
Europe & MENA,Etisalat,Moto-2W,2025-02-22,103.1,137.2,0.73,0.962,3606
Asia-Pacific,Airtel,Compact-Connected,2025-01-31,86.2,126.3,0.83,0.982,901
North America,Singtel,Moto-2W,2025-02-11,96.7,162.2,0.87,0.958,4182
Asia-Pacific,TIM,Commercial-Van,2025-03-01,101.2,157.1,0.9,0.989,946
Europe & MENA,Etisalat,Luxury-Flagship,2025-01-17,68.3,131.8,0.28,0.945,4513
North America,AT&T,Luxury-Flagship,2025-01-29,48.0,75.9,0.06,0.987,4817
Asia-Pacific,Singtel,Fleet-Leasing,2025-01-29,52.6,120.2,0.53,0.932,2729
Latin America,Orange,Compact-Connected,2025-01-03,65.7,125.9,0.05,0.943,1538
Asia-Pacific,Telefonica,EV-Premium,2025-01-22,48.9,75.1,0.19,0.94,4860
North America,NTT Docomo,EV-Premium,2025-01-22,88.8,141.8,0.48,0.983,1164
Asia-Pacific,Singtel,Compact-Connected,2025-02-12,128.4,195.4,0.12,0.975,599
Oceania,Rogers,Luxury-Flagship,2025-01-16,109.1,150.3,0.37,0.968,3444
Latin America,TIM,EV-Urban,2025-02-25,71.6,139.7,0.38,0.949,2485
Oceania,Telstra,Fleet-Leasing,2025-01-26,92.0,120.2,0.08,0.931,3107
North America,AT&T,Fleet-Leasing,2025-02-22,131.4,184.8,0.83,0.976,4200
North America,NTT Docomo,SUV-Connected,2025-02-18,82.9,128.4,0.78,0.989,1614
Latin America,Telefonica,Fleet-Leasing,2025-01-07,70.4,96.6,0.71,0.949,3862
Oceania,TIM,Commercial-Van,2025-02-06,77.9,126.6,0.6,0.973,2906
Oceania,NTT Docomo,Moto-2W,2025-01-18,100.5,149.0,0.71,0.954,848
India & Middle East,Etisalat,Luxury-Flagship,2025-02-06,93.3,152.4,0.26,0.949,1524
Oceania,Vodafone,EV-Premium,2025-02-24,50.7,128.9,0.43,0.954,3460
Latin America,Deutsche Telekom,Commercial-Van,2025-02-27,121.7,200.0,0.65,0.964,4237
Europe & MENA,NTT Docomo,SUV-Connected,2025-01-17,60.7,94.4,0.78,0.935,705
Oceania,AT&T,Fleet-Leasing,2025-01-19,58.8,98.3,0.36,0.944,4290
Europe & MENA,Telefonica,EV-Premium,2025-02-01,101.3,151.5,0.72,0.964,535
Asia-Pacific,AT&T,SUV-Connected,2025-01-03,77.8,130.1,0.21,0.981,3721
North America,Telefonica,Fleet-Leasing,2025-01-05,61.7,90.8,0.14,0.972,1750
India & Middle East,Rogers,Compact-Connected,2025-02-02,58.8,107.8,0.11,0.954,1697
Latin America,Rogers,Moto-2W,2025-01-26,65.8,119.7,0.46,0.979,1111
Latin America,Orange,EV-Urban,2025-01-07,70.6,122.6,0.61,0.952,4340
North America,NTT Docomo,SUV-Connected,2025-01-13,127.3,172.9,0.63,0.932,1135
India & Middle East,Airtel,SUV-Connected,2025-01-30,124.4,190.2,0.67,0.982,2019
Latin America,TIM,Compact-Connected,2025-02-21,130.7,168.7,0.8,0.96,686
Latin America,Rogers,EV-Urban,2025-01-27,109.0,178.1,0.05,0.972,1369
India & Middle East,Vodafone,SUV-Connected,2025-02-13,59.3,102.8,0.54,0.977,3660
Oceania,AT&T,Moto-2W,2025-02-19,134.9,163.5,0.84,0.977,4014
Oceania,Deutsche Telekom,Commercial-Van,2025-02-27,52.1,78.7,0.24,0.966,2660
Europe & MENA,Telefonica,Luxury-Flagship,2025-01-28,87.9,128.8,0.78,0.94,1473
North America,Telstra,Commercial-Van,2025-02-09,98.1,164.4,0.73,0.975,2149
Latin America,SK Telecom,Compact-Connected,2025-02-07,100.1,135.8,0.47,0.963,2269
Asia-Pacific,Singtel,Luxury-Flagship,2025-02-24,76.8,135.6,0.16,0.932,520
India & Middle East,Rogers,Luxury-Flagship,2025-01-09,72.0,135.9,0.16,0.936,1523
India & Middle East,Singtel,Moto-2W,2025-01-30,79.0,124.7,0.56,0.985,2318
Asia-Pacific,SK Telecom,Luxury-Flagship,2025-01-05,47.5,111.5,0.44,0.987,509
Oceania,Vodafone,Moto-2W,2025-02-20,49.4,110.9,0.6,0.956,2930
India & Middle East,Telefonica,Luxury-Flagship,2025-01-29,132.8,182.8,0.2,0.984,3712
Oceania,Orange,Compact-Connected,2025-02-10,67.4,135.4,0.26,0.978,3003
Oceania,AT&T,Fleet-Leasing,2025-01-06,94.7,148.9,0.22,0.954,3410
India & Middle East,Etisalat,Compact-Connected,2025-02-01,50.1,85.7,0.37,0.943,2287
Oceania,Airtel,EV-Urban,2025-02-15,110.4,185.3,0.36,0.962,4178
Latin America,TIM,EV-Urban,2025-02-03,123.5,175.0,0.21,0.953,2703
Europe & MENA,NTT Docomo,Luxury-Flagship,2025-01-24,48.6,96.2,0.5,0.984,4492
India & Middle East,Rogers,Compact-Connected,2025-02-27,111.4,138.9,0.18,0.938,3931
Latin America,Telefonica,Luxury-Flagship,2025-02-17,134.9,202.7,0.66,0.966,1500
Latin America,Orange,Moto-2W,2025-01-24,84.0,147.9,0.15,0.969,1175
Asia-Pacific,NTT Docomo,Commercial-Van,2025-02-11,50.1,80.6,0.83,0.987,2445
Asia-Pacific,Rogers,SUV-Connected,2025-02-28,68.4,135.1,0.26,0.941,2125
Europe & MENA,Telefonica,Commercial-Van,2025-01-04,66.3,128.4,0.86,0.976,1875
Europe & MENA,NTT Docomo,Moto-2W,2025-02-12,115.8,167.1,0.58,0.94,2686
North America,AT&T,Luxury-Flagship,2025-01-18,82.7,158.3,0.45,0.956,4098
Latin America,Rogers,EV-Urban,2025-02-21,97.9,159.3,0.48,0.968,4022
Oceania,Telstra,SUV-Connected,2025-02-13,122.0,161.2,0.62,0.962,1647
Oceania,Telstra,Compact-Connected,2025-02-03,88.8,126.0,0.54,0.976,3525
Oceania,Deutsche Telekom,Commercial-Van,2025-02-10,131.3,198.0,0.64,0.974,4718
India & Middle East,Airtel,Compact-Connected,2025-02-11,83.9,157.6,0.3,0.955,771
Oceania,Vodafone,Luxury-Flagship,2025-02-05,47.4,95.2,0.28,0.948,2199
Europe & MENA,Telstra,Luxury-Flagship,2025-01-23,124.9,179.2,0.33,0.938,1924
Oceania,Rogers,Moto-2W,2025-02-13,118.4,147.4,0.85,0.97,4751
India & Middle East,Rogers,SUV-Connected,2025-02-12,126.6,205.1,0.45,0.965,4775
North America,Vodafone,Commercial-Van,2025-01-28,47.8,101.0,0.48,0.936,4623
Asia-Pacific,TIM,Fleet-Leasing,2025-01-04,64.1,112.7,0.41,0.981,875
Oceania,Vodafone,Moto-2W,2025-01-14,73.5,111.2,0.47,0.977,4003
India & Middle East,Airtel,EV-Urban,2025-01-17,86.6,136.3,0.09,0.957,4740
Oceania,Rogers,Luxury-Flagship,2025-01-29,129.0,161.9,0.71,0.982,3878
India & Middle East,SK Telecom,Commercial-Van,2025-02-21,120.1,176.7,0.25,0.979,1479
India & Middle East,AT&T,EV-Premium,2025-01-02,97.8,144.6,0.54,0.991,2373
Europe & MENA,Deutsche Telekom,Moto-2W,2025-02-28,83.4,120.3,0.4,0.967,559
North America,TIM,EV-Urban,2025-02-13,107.8,173.6,0.46,0.933,4095
Europe & MENA,Telstra,Commercial-Van,2025-01-26,67.4,126.1,0.79,0.965,4591
Oceania,Deutsche Telekom,EV-Urban,2025-01-21,75.8,120.7,0.14,0.951,4174
Europe & MENA,Airtel,EV-Premium,2025-01-13,64.2,110.6,0.69,0.96,4690
Latin America,Telefonica,Moto-2W,2025-02-28,103.8,160.6,0.29,0.937,1990
India & Middle East,Etisalat,Commercial-Van,2025-01-28,55.7,109.0,0.56,0.977,820
India & Middle East,Orange,EV-Urban,2025-01-03,105.1,183.8,0.56,0.949,3559
India & Middle East,Singtel,Moto-2W,2025-01-03,71.5,104.9,0.28,0.933,3876
Asia-Pacific,Telefonica,Luxury-Flagship,2025-02-24,87.0,122.3,0.41,0.959,3732
Latin America,Etisalat,Compact-Connected,2025-01-19,82.1,133.2,0.85,0.982,2859
North America,Airtel,Moto-2W,2025-02-08,100.6,154.5,0.17,0.959,2602
Oceania,Orange,EV-Premium,2025-01-28,110.4,139.0,0.43,0.965,1248
Latin America,Orange,Commercial-Van,2025-02-19,134.1,168.1,0.56,0.986,4539
Europe & MENA,Airtel,Fleet-Leasing,2025-02-09,85.6,148.1,0.12,0.933,4237
North America,NTT Docomo,Moto-2W,2025-02-17,134.8,213.5,0.36,0.975,4072
Oceania,Singtel,Fleet-Leasing,2025-01-09,124.2,201.5,0.26,0.985,4143
Latin America,Vodafone,EV-Premium,2025-01-17,103.7,154.3,0.41,0.979,2494
Latin America,NTT Docomo,EV-Urban,2025-02-15,107.8,173.4,0.78,0.963,4349
India & Middle East,NTT Docomo,EV-Premium,2025-02-12,63.8,96.6,0.53,0.961,2874
Latin America,TIM,Compact-Connected,2025-02-26,127.3,161.3,0.78,0.96,3077
North America,Rogers,Fleet-Leasing,2025-01-21,127.0,197.6,0.31,0.971,3491
Oceania,AT&T,Commercial-Van,2025-01-30,120.9,193.6,0.38,0.986,2091
Asia-Pacific,Rogers,Compact-Connected,2025-02-08,52.4,79.2,0.73,0.974,3962
North America,SK Telecom,SUV-Connected,2025-02-10,111.0,179.6,0.68,0.991,2346
Latin America,Vodafone,Moto-2W,2025-02-20,55.1,117.8,0.62,0.969,2355
Asia-Pacific,SK Telecom,SUV-Connected,2025-01-24,116.2,167.9,0.28,0.972,2624
Latin America,AT&T,EV-Urban,2025-01-18,96.9,156.3,0.27,0.964,2975
India & Middle East,SK Telecom,EV-Premium,2025-01-24,51.2,106.0,0.43,0.941,4712
Latin America,Telefonica,Fleet-Leasing,2025-01-21,125.5,155.6,0.86,0.961,3356
Oceania,Telefonica,Luxury-Flagship,2025-01-20,111.3,152.2,0.2,0.987,3394
North America,TIM,Moto-2W,2025-01-07,51.8,92.5,0.18,0.932,1386
India & Middle East,Singtel,SUV-Connected,2025-01-24,107.8,163.5,0.48,0.938,2873
Europe & MENA,Deutsche Telekom,Fleet-Leasing,2025-02-06,91.7,149.9,0.65,0.987,2347
Latin America,SK Telecom,Fleet-Leasing,2025-02-13,117.7,153.6,0.69,0.955,902
Oceania,NTT Docomo,Fleet-Leasing,2025-02-02,120.1,176.0,0.21,0.946,1418
Latin America,SK Telecom,Luxury-Flagship,2025-02-28,99.2,150.3,0.85,0.946,2749
Europe & MENA,NTT Docomo,EV-Urban,2025-02-05,114.3,158.1,0.16,0.946,4820
North America,Etisalat,Compact-Connected,2025-01-17,132.6,180.1,0.85,0.971,4701
India & Middle East,NTT Docomo,EV-Premium,2025-02-03,126.3,164.6,0.49,0.969,1137
Latin America,Telefonica,EV-Urban,2025-02-07,61.7,100.8,0.5,0.937,687
Latin America,Deutsche Telekom,EV-Premium,2025-01-11,89.0,138.8,0.72,0.968,1603
Oceania,Singtel,Compact-Connected,2025-02-24,67.1,126.6,0.23,0.937,3406
Latin America,Orange,SUV-Connected,2025-02-28,133.8,201.9,0.79,0.991,4965
Europe & MENA,Etisalat,Luxury-Flagship,2025-01-28,85.6,115.8,0.87,0.958,4417
India & Middle East,Telefonica,SUV-Connected,2025-01-25,108.2,181.8,0.4,0.981,3018
North America,AT&T,EV-Urban,2025-01-12,100.3,160.4,0.28,0.933,3193
India & Middle East,NTT Docomo,Luxury-Flagship,2025-01-28,77.4,109.7,0.11,0.934,1015
India & Middle East,SK Telecom,EV-Urban,2025-02-13,104.2,164.0,0.7,0.969,1646
North America,Orange,SUV-Connected,2025-02-26,96.9,170.0,0.12,0.936,1069
North America,AT&T,Compact-Connected,2025-01-31,90.8,161.6,0.14,0.945,1123
Latin America,Rogers,Fleet-Leasing,2025-02-14,90.9,128.9,0.48,0.943,1524
Europe & MENA,Orange,Compact-Connected,2025-02-10,86.0,119.4,0.29,0.944,3593
Europe & MENA,Orange,Moto-2W,2025-01-28,94.1,146.1,0.39,0.973,3523
Asia-Pacific,Deutsche Telekom,EV-Urban,2025-01-25,94.6,136.6,0.27,0.979,3878
North America,Rogers,EV-Premium,2025-02-24,45.5,96.5,0.77,0.981,2603
Oceania,Telstra,Compact-Connected,2025-02-15,96.1,122.3,0.56,0.971,2584
Europe & MENA,Vodafone,Fleet-Leasing,2025-01-01,102.0,175.3,0.1,0.985,607
Oceania,AT&T,Compact-Connected,2025-02-22,48.4,83.9,0.86,0.978,668
Oceania,AT&T,SUV-Connected,2025-01-20,53.0,111.7,0.65,0.968,713
Europe & MENA,TIM,EV-Urban,2025-01-26,125.7,180.8,0.36,0.932,2554
North America,TIM,SUV-Connected,2025-02-27,55.9,111.9,0.6,0.979,1496
Latin America,Airtel,EV-Premium,2025-02-24,115.7,178.2,0.7,0.935,2513
Europe & MENA,TIM,Compact-Connected,2025-02-10,49.3,102.4,0.22,0.982,3511
Asia-Pacific,SK Telecom,EV-Premium,2025-01-02,70.2,145.3,0.4,0.96,1429
Oceania,TIM,EV-Urban,2025-02-03,76.0,127.0,0.12,0.955,4634
Oceania,Telefonica,EV-Urban,2025-01-17,130.8,198.2,0.84,0.951,2118
Latin America,Etisalat,Moto-2W,2025-02-18,76.3,106.8,0.79,0.976,3851
Europe & MENA,Rogers,EV-Urban,2025-01-27,127.3,206.3,0.83,0.944,4805
Latin America,Etisalat,Luxury-Flagship,2025-01-08,131.9,184.4,0.07,0.934,744
Latin America,Deutsche Telekom,Compact-Connected,2025-02-10,52.1,103.5,0.13,0.951,2870
Europe & MENA,Etisalat,Luxury-Flagship,2025-01-12,134.1,164.4,0.64,0.976,2695
India & Middle East,Singtel,Moto-2W,2025-02-06,104.3,131.7,0.65,0.99,808
Latin America,Vodafone,EV-Urban,2025-02-03,61.0,117.1,0.42,0.984,1377
Latin America,TIM,SUV-Connected,2025-02-01,60.7,89.3,0.84,0.98,628
India & Middle East,Telstra,SUV-Connected,2025-03-01,109.0,141.3,0.16,0.936,1394
Asia-Pacific,Rogers,SUV-Connected,2025-02-27,65.0,120.3,0.8,0.95,1116
Latin America,Etisalat,EV-Urban,2025-01-04,131.6,198.8,0.61,0.957,767
Latin America,Telefonica,Compact-Connected,2025-01-09,85.0,137.9,0.84,0.948,2702
Latin America,SK Telecom,Luxury-Flagship,2025-02-26,68.1,135.3,0.55,0.971,3058
Asia-Pacific,Airtel,Commercial-Van,2025-01-28,129.6,187.2,0.76,0.953,3078
Asia-Pacific,Telefonica,Compact-Connected,2025-01-19,87.5,143.8,0.87,0.95,3515
Latin America,AT&T,EV-Premium,2025-02-09,128.1,197.0,0.75,0.931,2530
Oceania,TIM,EV-Premium,2025-01-19,47.4,119.4,0.53,0.983,2930
North America,Deutsche Telekom,Compact-Connected,2025-01-18,65.9,110.3,0.38,0.959,2190
